,cname,ccode,icode,year,gdp
375,India,IND,NY.GDP.MKTP.KD.ZG,1961,3.72274253311053
376,Not classified,INX,NY.GDP.MKTP.KD.ZG,1961,
377,Ireland,IRL,NY.GDP.MKTP.KD.ZG,1961,5.01616911525828
378,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,1961,10.3909183549936
379,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,1961,7.3257680655626
380,Iceland,ISL,NY.GDP.MKTP.KD.ZG,1961,-0.0741839762608976
381,Israel,ISR,NY.GDP.MKTP.KD.ZG,1961,11.2038906187628
382,Italy,ITA,NY.GDP.MKTP.KD.ZG,1961,8.20724591384786
383,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,1961,
384,Jordan,JOR,NY.GDP.MKTP.KD.ZG,1961,
385,Japan,JPN,NY.GDP.MKTP.KD.ZG,1961,12.0435364080117
386,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,1961,
387,Kenya,KEN,NY.GDP.MKTP.KD.ZG,1961,-7.77463490371655
388,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,1961,
389,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,1961,
390,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,1961,
391,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,1961,
392,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,1961,6.93599265224405
393,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,1961,
394,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,1961,6.16268034616645
395,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,1961,
396,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,1961,
397,Liberia,LBR,NY.GDP.MKTP.KD.ZG,1961,2.4399854210132
398,Libya,LBY,NY.GDP.MKTP.KD.ZG,1961,9.89580392156864
399,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,1961,
400,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,1961,6.13266550545796
401,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,1961,
402,Low income,LIC,NY.GDP.MKTP.KD.ZG,1961,
403,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,1961,
404,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,1961,
405,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,1961,3.26768658530693
406,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,1961,1.01621585985994
407,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,1961,1.86479516562765
408,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,1961,-3.72667895978334
409,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,1961,
410,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,1961,3.82998312174064
411,Latvia,LVA,NY.GDP.MKTP.KD.ZG,1961,
412,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,1961,
413,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,1961,
414,Morocco,MAR,NY.GDP.MKTP.KD.ZG,1961,
415,Monaco,MCO,NY.GDP.MKTP.KD.ZG,1961,
416,Moldova,MDA,NY.GDP.MKTP.KD.ZG,1961,
417,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,1961,2.04863275061248
418,Maldives,MDV,NY.GDP.MKTP.KD.ZG,1961,
419,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1961,
420,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1961,5.00000000071891
421,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1961,
422,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1961,1.15386229793317
423,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1961,
424,Mali,MLI,NY.GDP.MKTP.KD.ZG,1961,
425,Malta,MLT,NY.GDP.MKTP.KD.ZG,1961,
426,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1961,0.471561080379757
427,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1961,3.3611205264918
428,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1961,
429,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1961,
430,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1961,
431,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1961,
432,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1961,
433,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1961,22.8490949969695
434,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1961,7.63959785583216
435,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1961,7.59799400028281
436,North America,NAC,NY.GDP.MKTP.KD.ZG,1961,2.36540607239422
437,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1961,
438,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1961,
439,Niger,NER,NY.GDP.MKTP.KD.ZG,1961,4.54639303660171
440,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1961,0.191795489572428
441,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1961,7.49774339849118
442,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1961,0.295546672716611
443,Norway,NOR,NY.GDP.MKTP.KD.ZG,1961,6.27333551040741
444,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1961,1.9082659718424
445,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1961,
446,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,1961,3.31564965480389
447,OECD members,OED,NY.GDP.MKTP.KD.ZG,1961,4.40871299763772
448,Oman,OMN,NY.GDP.MKTP.KD.ZG,1961,
449,Other small states,OSS,NY.GDP.MKTP.KD.ZG,1961,
450,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,1961,5.9873464192908
451,Panama,PAN,NY.GDP.MKTP.KD.ZG,1961,10.926594841623
452,Peru,PER,NY.GDP.MKTP.KD.ZG,1961,7.34709633145569
453,Philippines,PHL,NY.GDP.MKTP.KD.ZG,1961,5.69547095029755
454,Palau,PLW,NY.GDP.MKTP.KD.ZG,1961,
455,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,1961,6.18111172052933
456,Poland,POL,NY.GDP.MKTP.KD.ZG,1961,
457,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,1961,-0.303987806750868
458,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,1961,7.04173846987173
459,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,1961,
460,Portugal,PRT,NY.GDP.MKTP.KD.ZG,1961,5.53490347567515
461,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,1961,6.90028551422945
462,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,1961,
463,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,1961,
464,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,1961,4.40882790671731
465,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,1961,
466,Qatar,QAT,NY.GDP.MKTP.KD.ZG,1961,
467,Romania,ROU,NY.GDP.MKTP.KD.ZG,1961,
468,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,1961,
469,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,1961,-4.2975260471688
470,South Asia,SAS,NY.GDP.MKTP.KD.ZG,1961,4.21382710104825
471,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,1961,11.8768510783222
472,Sudan,SDN,NY.GDP.MKTP.KD.ZG,1961,0.0223913336718056
473,Senegal,SEN,NY.GDP.MKTP.KD.ZG,1961,2.99344825626973
474,Singapore,SGP,NY.GDP.MKTP.KD.ZG,1961,8.13752950817668
475,Solomon Islands,SLB,NY.GDP.MKTP.KD.ZG,1961,
476,Sierra Leone,SLE,NY.GDP.MKTP.KD.ZG,1961,1.80904355005759
477,El Salvador,SLV,NY.GDP.MKTP.KD.ZG,1961,
478,San Marino,SMR,NY.GDP.MKTP.KD.ZG,1961,
479,Somalia,SOM,NY.GDP.MKTP.KD.ZG,1961,-3.26198120234093
480,Serbia,SRB,NY.GDP.MKTP.KD.ZG,1961,
481,Sub-Saharan Africa (excluding high income),SSA,NY.GDP.MKTP.KD.ZG,1961,1.0989096242992
482,South Sudan,SSD,NY.GDP.MKTP.KD.ZG,1961,
483,Sub-Saharan Africa,SSF,NY.GDP.MKTP.KD.ZG,1961,1.09546276020076
484,Small states,SST,NY.GDP.MKTP.KD.ZG,1961,
485,Sao Tome and Principe,STP,NY.GDP.MKTP.KD.ZG,1961,
486,Suriname,SUR,NY.GDP.MKTP.KD.ZG,1961,4.79999999846883
487,Slovak Republic,SVK,NY.GDP.MKTP.KD.ZG,1961,
488,Slovenia,SVN,NY.GDP.MKTP.KD.ZG,1961,
489,Sweden,SWE,NY.GDP.MKTP.KD.ZG,1961,5.68129281739007
490,Eswatini,SWZ,NY.GDP.MKTP.KD.ZG,1961,
491,Sint Maarten (Dutch part),SXM,NY.GDP.MKTP.KD.ZG,1961,
492,Seychelles,SYC,NY.GDP.MKTP.KD.ZG,1961,-4.88227636132126
493,Syrian Arab Republic,SYR,NY.GDP.MKTP.KD.ZG,1961,10.8330639000002
494,Turks and Caicos Islands,TCA,NY.GDP.MKTP.KD.ZG,1961,
495,Chad,TCD,NY.GDP.MKTP.KD.ZG,1961,1.39774367077538
496,East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.MKTP.KD.ZG,1961,-13.3282852333271
497,Europe & Central Asia (IDA & IBRD countries),TEC,NY.GDP.MKTP.KD.ZG,1961,
498,Togo,TGO,NY.GDP.MKTP.KD.ZG,1961,12.1693173716542
499,Thailand,THA,NY.GDP.MKTP.KD.ZG,1961,5.36214630168787
500,Tajikistan,TJK,NY.GDP.MKTP.KD.ZG,1961,
501,Turkmenistan,TKM,NY.GDP.MKTP.KD.ZG,1961,
502,Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.MKTP.KD.ZG,1961,6.09672691316105
503,Timor-Leste,TLS,NY.GDP.MKTP.KD.ZG,1961,
504,Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.MKTP.KD.ZG,1961,3.3611205264918
505,Tonga,TON,NY.GDP.MKTP.KD.ZG,1961,
506,South Asia (IDA & IBRD),TSA,NY.GDP.MKTP.KD.ZG,1961,4.21382710104825
507,Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.MKTP.KD.ZG,1961,1.0954627602008
508,Trinidad and Tobago,TTO,NY.GDP.MKTP.KD.ZG,1961,14.037070864503
509,Tunisia,TUN,NY.GDP.MKTP.KD.ZG,1961,
510,Turkiye,TUR,NY.GDP.MKTP.KD.ZG,1961,1.15606938539699
511,Tuvalu,TUV,NY.GDP.MKTP.KD.ZG,1961,
512,Tanzania,TZA,NY.GDP.MKTP.KD.ZG,1961,1.13829635143733
513,Uganda,UGA,NY.GDP.MKTP.KD.ZG,1961,
514,Ukraine,UKR,NY.GDP.MKTP.KD.ZG,1961,
515,Upper middle income,UMC,NY.GDP.MKTP.KD.ZG,1961,0.411497510966569
516,Uruguay,URY,NY.GDP.MKTP.KD.ZG,1961,2.49303791805684
517,United States,USA,NY.GDP.MKTP.KD.ZG,1961,2.29999999999953
518,Uzbekistan,UZB,NY.GDP.MKTP.KD.ZG,1961,
519,St. Vincent and the Grenadines,VCT,NY.GDP.MKTP.KD.ZG,1961,4.52728327833103
520,"Venezuela, RB",VEN,NY.GDP.MKTP.KD.ZG,1961,3.19251943889358
521,British Virgin Islands,VGB,NY.GDP.MKTP.KD.ZG,1961,
522,Virgin Islands (U.S.),VIR,NY.GDP.MKTP.KD.ZG,1961,
523,Viet Nam,VNM,NY.GDP.MKTP.KD.ZG,1961,
524,Vanuatu,VUT,NY.GDP.MKTP.KD.ZG,1961,
525,World,WLD,NY.GDP.MKTP.KD.ZG,1961,3.96972778685061
526,Samoa,WSM,NY.GDP.MKTP.KD.ZG,1961,
527,Kosovo,XKX,NY.GDP.MKTP.KD.ZG,1961,
528,"Yemen, Rep.",YEM,NY.GDP.MKTP.KD.ZG,1961,
529,South Africa,ZAF,NY.GDP.MKTP.KD.ZG,1961,3.84473414174089
530,Zambia,ZMB,NY.GDP.MKTP.KD.ZG,1961,1.36138199147489
531,Zimbabwe,ZWE,NY.GDP.MKTP.KD.ZG,1961,6.31615726782277
532,Aruba,ABW,NY.GDP.MKTP.KD.ZG,1962,
533,Africa Eastern and Southern,AFE,NY.GDP.MKTP.KD.ZG,1962,7.8680125100649
534,Afghanistan,AFG,NY.GDP.MKTP.KD.ZG,1962,
535,Africa Western and Central,AFW,NY.GDP.MKTP.KD.ZG,1962,3.70764332803346
536,Angola,AGO,NY.GDP.MKTP.KD.ZG,1962,
537,Albania,ALB,NY.GDP.MKTP.KD.ZG,1962,
538,Andorra,AND,NY.GDP.MKTP.KD.ZG,1962,
539,Arab World,ARB,NY.GDP.MKTP.KD.ZG,1962,
540,United Arab Emirates,ARE,NY.GDP.MKTP.KD.ZG,1962,
541,Argentina,ARG,NY.GDP.MKTP.KD.ZG,1962,-0.852021521903339
542,Armenia,ARM,NY.GDP.MKTP.KD.ZG,1962,
543,American Samoa,ASM,NY.GDP.MKTP.KD.ZG,1962,
544,Antigua and Barbuda,ATG,NY.GDP.MKTP.KD.ZG,1962,
545,Australia,AUS,NY.GDP.MKTP.KD.ZG,1962,1.29425804735992
546,Austria,AUT,NY.GDP.MKTP.KD.ZG,1962,2.64867511295267
547,Azerbaijan,AZE,NY.GDP.MKTP.KD.ZG,1962,
548,Burundi,BDI,NY.GDP.MKTP.KD.ZG,1962,9.06315793386563
549,Belgium,BEL,NY.GDP.MKTP.KD.ZG,1962,5.21200350925596
550,Benin,BEN,NY.GDP.MKTP.KD.ZG,1962,-3.42640982098587
551,Burkina Faso,BFA,NY.GDP.MKTP.KD.ZG,1962,6.12879878024506
552,Bangladesh,BGD,NY.GDP.MKTP.KD.ZG,1962,5.45303096987155
553,Bulgaria,BGR,NY.GDP.MKTP.KD.ZG,1962,
554,Bahrain,BHR,NY.GDP.MKTP.KD.ZG,1962,
555,"Bahamas, The",BHS,NY.GDP.MKTP.KD.ZG,1962,10.4519718945414
556,Bosnia and Herzegovina,BIH,NY.GDP.MKTP.KD.ZG,1962,
557,Belarus,BLR,NY.GDP.MKTP.KD.ZG,1962,
558,Belize,BLZ,NY.GDP.MKTP.KD.ZG,1962,4.89265218028385
559,Bermuda,BMU,NY.GDP.MKTP.KD.ZG,1962,4.46999999889448
560,Bolivia,BOL,NY.GDP.MKTP.KD.ZG,1962,5.57891785897957
561,Brazil,BRA,NY.GDP.MKTP.KD.ZG,1962,6.59999999999992
562,Barbados,BRB,NY.GDP.MKTP.KD.ZG,1962,9.06075859876717
563,Brunei Darussalam,BRN,NY.GDP.MKTP.KD.ZG,1962,
564,Bhutan,BTN,NY.GDP.MKTP.KD.ZG,1962,
565,Botswana,BWA,NY.GDP.MKTP.KD.ZG,1962,6.66666781317736
566,Central African Republic,CAF,NY.GDP.MKTP.KD.ZG,1962,-3.71380018409685
567,Canada,CAN,NY.GDP.MKTP.KD.ZG,1962,7.42783693388429
568,Central Europe and the Baltics,CEB,NY.GDP.MKTP.KD.ZG,1962,
569,Switzerland,CHE,NY.GDP.MKTP.KD.ZG,1962,4.78994131635308
570,Channel Islands,CHI,NY.GDP.MKTP.KD.ZG,1962,
571,Chile,CHL,NY.GDP.MKTP.KD.ZG,1962,4.02668562348731
572,China,CHN,NY.GDP.MKTP.KD.ZG,1962,-5.57999999020275
573,Cote d'Ivoire,CIV,NY.GDP.MKTP.KD.ZG,1962,1.22699449007209
574,Cameroon,CMR,NY.GDP.MKTP.KD.ZG,1962,3.04155905079301
575,"Congo, Dem. Rep.",COD,NY.GDP.MKTP.KD.ZG,1962,21.2006975148133
576,"Congo, Rep.",COG,NY.GDP.MKTP.KD.ZG,1962,5.20230878797427
577,Colombia,COL,NY.GDP.MKTP.KD.ZG,1962,5.41188961342047
578,Comoros,COM,NY.GDP.MKTP.KD.ZG,1962,
579,Cabo Verde,CPV,NY.GDP.MKTP.KD.ZG,1962,
580,Costa Rica,CRI,NY.GDP.MKTP.KD.ZG,1962,5.44239137528237
581,Caribbean small states,CSS,NY.GDP.MKTP.KD.ZG,1962,6.68795363638046
582,Cuba,CUB,NY.GDP.MKTP.KD.ZG,1962,
583,Curacao,CUW,NY.GDP.MKTP.KD.ZG,1962,
584,Cayman Islands,CYM,NY.GDP.MKTP.KD.ZG,1962,
585,Cyprus,CYP,NY.GDP.MKTP.KD.ZG,1962,
586,Czechia,CZE,NY.GDP.MKTP.KD.ZG,1962,
587,Germany,DEU,NY.GDP.MKTP.KD.ZG,1962,4.62347095715674
588,Djibouti,DJI,NY.GDP.MKTP.KD.ZG,1962,
589,Dominica,DMA,NY.GDP.MKTP.KD.ZG,1962,
590,Denmark,DNK,NY.GDP.MKTP.KD.ZG,1962,5.66682217271806
591,Dominican Republic,DOM,NY.GDP.MKTP.KD.ZG,1962,17.0472409333001
592,Algeria,DZA,NY.GDP.MKTP.KD.ZG,1962,-19.685041825639
593,East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,1962,-0.640292703618329
594,Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,1962,4.01130264405086
595,East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,1962,5.44987997342329
596,Europe & Central Asia (excluding high income),ECA,NY.GDP.MKTP.KD.ZG,1962,
597,Europe & Central Asia,ECS,NY.GDP.MKTP.KD.ZG,1962,4.70388946493682
598,Ecuador,ECU,NY.GDP.MKTP.KD.ZG,1962,4.91914694165033
599,"Egypt, Arab Rep.",EGY,NY.GDP.MKTP.KD.ZG,1962,3.87561672366319
600,Euro area,EMU,NY.GDP.MKTP.KD.ZG,1962,5.76093249168959
601,Eritrea,ERI,NY.GDP.MKTP.KD.ZG,1962,
602,Spain,ESP,NY.GDP.MKTP.KD.ZG,1962,9.95343810301819
603,Estonia,EST,NY.GDP.MKTP.KD.ZG,1962,
604,Ethiopia,ETH,NY.GDP.MKTP.KD.ZG,1962,4.3260913357996
605,European Union,EUU,NY.GDP.MKTP.KD.ZG,1962,5.69495649773617
606,Fragile and conflict affected situations,FCS,NY.GDP.MKTP.KD.ZG,1962,7.89120581808544
607,Finland,FIN,NY.GDP.MKTP.KD.ZG,1962,2.98194553610334
608,Fiji,FJI,NY.GDP.MKTP.KD.ZG,1962,3.60610214585952
609,France,FRA,NY.GDP.MKTP.KD.ZG,1962,6.84347002719016
610,Faroe Islands,FRO,NY.GDP.MKTP.KD.ZG,1962,
611,"Micronesia, Fed. Sts.",FSM,NY.GDP.MKTP.KD.ZG,1962,
612,Gabon,GAB,NY.GDP.MKTP.KD.ZG,1962,7.44921159688671
613,United Kingdom,GBR,NY.GDP.MKTP.KD.ZG,1962,1.09869618406519
614,Georgia,GEO,NY.GDP.MKTP.KD.ZG,1962,
615,Ghana,GHA,NY.GDP.MKTP.KD.ZG,1962,4.10915860625774
616,Gibraltar,GIB,NY.GDP.MKTP.KD.ZG,1962,
617,Guinea,GIN,NY.GDP.MKTP.KD.ZG,1962,
618,"Gambia, The",GMB,NY.GDP.MKTP.KD.ZG,1962,
619,Guinea-Bissau,GNB,NY.GDP.MKTP.KD.ZG,1962,
620,Equatorial Guinea,GNQ,NY.GDP.MKTP.KD.ZG,1962,
621,Greece,GRC,NY.GDP.MKTP.KD.ZG,1962,0.364810572538389
622,Grenada,GRD,NY.GDP.MKTP.KD.ZG,1962,
623,Greenland,GRL,NY.GDP.MKTP.KD.ZG,1962,
624,Guatemala,GTM,NY.GDP.MKTP.KD.ZG,1962,3.53650126284866
625,Guam,GUM,NY.GDP.MKTP.KD.ZG,1962,
626,Guyana,GUY,NY.GDP.MKTP.KD.ZG,1962,1.10492580955443
627,High income,HIC,NY.GDP.MKTP.KD.ZG,1962,5.60605490282158
628,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,1962,14.2910934371728
629,Honduras,HND,NY.GDP.MKTP.KD.ZG,1962,5.7648460405449
630,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,1962,7.24482590240849
631,Croatia,HRV,NY.GDP.MKTP.KD.ZG,1962,
632,Haiti,HTI,NY.GDP.MKTP.KD.ZG,1962,7.88757589385567
633,Hungary,HUN,NY.GDP.MKTP.KD.ZG,1962,6.0999999999998
634,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,1962,3.10502531814349
635,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,1962,3.54866592162118
636,IDA total,IDA,NY.GDP.MKTP.KD.ZG,1962,5.93740107327166
637,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,1962,4.36386046413695
638,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,1962,1.8419777020647
639,IDA only,IDX,NY.GDP.MKTP.KD.ZG,1962,7.15457367562293
640,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,1962,
641,India,IND,NY.GDP.MKTP.KD.ZG,1962,2.93112773548363
642,Not classified,INX,NY.GDP.MKTP.KD.ZG,1962,
643,Ireland,IRL,NY.GDP.MKTP.KD.ZG,1962,3.21644442741527
644,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,1962,7.90926792965348
645,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,1962,4.60334575305848
646,Iceland,ISL,NY.GDP.MKTP.KD.ZG,1962,8.3147735708981
647,Israel,ISR,NY.GDP.MKTP.KD.ZG,1962,10.1561172182462
648,Italy,ITA,NY.GDP.MKTP.KD.ZG,1962,6.20365045787108
649,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,1962,
650,Jordan,JOR,NY.GDP.MKTP.KD.ZG,1962,
651,Japan,JPN,NY.GDP.MKTP.KD.ZG,1962,8.90897299558067
652,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,1962,
653,Kenya,KEN,NY.GDP.MKTP.KD.ZG,1962,9.45735874072126
654,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,1962,
655,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,1962,
656,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,1962,
657,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,1962,
658,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,1962,3.89527253075299
659,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,1962,
660,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,1962,4.34556329707294
661,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,1962,
662,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,1962,
663,Liberia,LBR,NY.GDP.MKTP.KD.ZG,1962,1.34460607744855
664,Libya,LBY,NY.GDP.MKTP.KD.ZG,1962,32.5246409879161
665,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,1962,
666,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,1962,4.31200967469729
667,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,1962,7.49728178074385
668,Low income,LIC,NY.GDP.MKTP.KD.ZG,1962,
669,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,1962,
670,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,1962,3.81801955804475
671,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,1962,3.78831619883324
672,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,1962,3.58641698270689
673,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,1962,15.3318143272581
674,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,1962,2.94459345025047
675,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,1962,
676,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,1962,1.35867767094868
677,Latvia,LVA,NY.GDP.MKTP.KD.ZG,1962,
678,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,1962,
679,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,1962,
680,Morocco,MAR,NY.GDP.MKTP.KD.ZG,1962,
681,Monaco,MCO,NY.GDP.MKTP.KD.ZG,1962,
682,Moldova,MDA,NY.GDP.MKTP.KD.ZG,1962,
683,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,1962,2.27106970111232
684,Maldives,MDV,NY.GDP.MKTP.KD.ZG,1962,
685,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1962,5.35400988450583
686,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1962,4.6644146725129
687,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1962,
688,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1962,3.30142985420106
689,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1962,
690,Mali,MLI,NY.GDP.MKTP.KD.ZG,1962,
691,Malta,MLT,NY.GDP.MKTP.KD.ZG,1962,
692,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1962,4.08687253043894
693,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1962,2.30544272497568
694,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1962,
695,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1962,
696,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1962,
697,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1962,
698,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1962,0.726608378640293
699,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1962,0.806486903273324
700,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1962,0.668364743652972
701,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1962,6.42102960904312
702,North America,NAC,NY.GDP.MKTP.KD.ZG,1962,6.19895367554435
703,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1962,
704,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1962,
705,Niger,NER,NY.GDP.MKTP.KD.ZG,1962,10.2787134988997
706,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1962,4.10299258867985
707,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1962,10.8907983290977
708,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1962,6.84350732102872
709,Norway,NOR,NY.GDP.MKTP.KD.ZG,1962,2.81394513844533
710,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1962,1.91032003077807
711,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1962,
712,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,1962,3.08087345285604
713,OECD members,OED,NY.GDP.MKTP.KD.ZG,1962,5.55126782074311
714,Oman,OMN,NY.GDP.MKTP.KD.ZG,1962,
715,Other small states,OSS,NY.GDP.MKTP.KD.ZG,1962,
716,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,1962,4.48285862746643
717,Panama,PAN,NY.GDP.MKTP.KD.ZG,1962,8.24473681997459
718,Peru,PER,NY.GDP.MKTP.KD.ZG,1962,10.0352933342212
719,Philippines,PHL,NY.GDP.MKTP.KD.ZG,1962,4.84629418915898
720,Palau,PLW,NY.GDP.MKTP.KD.ZG,1962,
721,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,1962,6.37409931623623
722,Poland,POL,NY.GDP.MKTP.KD.ZG,1962,
723,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,1962,6.13872020996908
724,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,1962,8.32331253031427
